Species,Latitude,Longitude,Year,Citation,Notes,Censor
Eurycea tynerensis,35.62,-94.46,,Wray et al 2017,Materials & Methods,no
Eurycea wallacei,30.78,-85.16,,Wray et al 2017,Materials & Methods,no
Eurycea wallacei,30.78,-85.16,,Wray et al 2017,Materials & Methods,no
Eurycea wallacei,30.78,-85.16,,Wray et al 2017,Materials & Methods,no
Eurycea wallacei,30.78,-85.16,,Wray et al 2017,Materials & Methods,no
Eurycea wallacei,30.78,-85.16,,Wray et al 2017,Materials & Methods,no
Urspelerpes brucei,34.67,-83.32,,Wray et al 2017,Materials & Methods,no
Eurycea tynerensis,36.1383,-92.3214,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.4496,-93.9697,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.4305,-94.1797,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.3426,-94.588,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.3057,-93.7739,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5953,-91.9125,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.4703,-92.0398,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.6177,-91.9087,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.3337,-92.6348,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.6401,-94.4223,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5653,-94.2046,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5374,-94.2859,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.4774,-94.3898,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.7062,-94.3178,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.6892,-94.4315,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.6506,-93.5934,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.6708,-93.4487,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.2206,-93.7715,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.2547,-93.6769,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.0915,-92.6206,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.1718,-92.6809,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.8629,-93.1984,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9881,-93.233,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.0021,-93.3171,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5444,-93.0994,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.1007,-92.8868,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.8201,-92.5529,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5798,-92.5118,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.7313,-92.5212,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.6459,-92.3351,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.3823,-92.2901,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5497,-92.5873,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.8281,-94.3871,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9543,-94.3738,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.8866,-94.1683,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.7671,-94.2732,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.8068,-94.1315,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.3487,-91.8832,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.4161,-91.7666,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.7076,-93.7633,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.8628,-93.2304,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.5754,-94.1416,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.7225,-94.566,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.6271,-94.1806,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.5217,-94.44,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.5912,-94.3779,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,37.9156,-92.0555,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.8116,-93.4743,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.7962,-93.3948,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.5261,-92.8607,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.0867,-94.5881,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.7158,-94.6393,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9821,-94.6207,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9955,-94.7502,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.7562,-94.9711,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.1047,-95.0955,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.0881,-95.0192,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.0001,-94.8951,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9958,-94.8705,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.0581,-94.8509,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.052,-94.8119,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.0355,-94.8722,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.7268,-94.9065,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9786,-94.9276,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9963,-94.9264,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.07,-94.8843,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.9605,-94.8172,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.3219,-94.7097,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.3219,-94.7097,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.3154,-94.9833,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.317,-94.8357,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.2642,-94.7228,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.5349,-94.7606,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.1646,-95.1571,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.2666,-95.0994,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.7212,-94.7301,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,36.7681,-94.6926,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.6287,-94.9789,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5786,-94.5574,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5668,-94.7357,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5582,-94.5674,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.5068,-94.7434,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea tynerensis,35.4156,-94.5856,,Emel and Bonett 2011,Appendix Table 5,no
Eurycea bislineata,39.5626,-79.1117,,Castro et al 2019,Emailed Author,no
Eurycea bislineata,39.6169,-79.0249,,Castro et al 2019,Emailed Author,no
Eurycea bislineata,39.6461,-79.0257,,Castro et al 2019,Emailed Author,no
Eurycea bislineata,39.5553,-79.2166,,Castro et al 2019,Emailed Author,no
Eurycea bislineata,39.7135,-79.3781,,Castro et al 2019,Emailed Author,no
Eurycea bislineata,39.6385,-79.1175,,Castro et al 2019,Emailed Author,no
Eurycea nana,29.889444,-97.934167,2006,Woods et al 2010,Emailed Author,no
Eurycea wilderae,35.05738,-83.43093,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.05417,-83.43169,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.04227,-83.45259,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.02309,-83.27534,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.06394,-83.44072,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.05042,-83.40743,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.04188,-83.40987,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.82304,-83.39648,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.2882,-83.36185,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.30013,-83.35928,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.26404,-83.36056,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.27471,-83.33609,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.27223,-83.34526,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.24705,-83.31273,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.22687,-83.35563,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.23485,-83.31651,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.08797,-83.46032,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.14371,-83.30975,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.13654,-83.31722,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.12358,-83.32407,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.18545,-83.40547,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.1791,-83.38246,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.17993,-83.38908,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.20977,-83.51944,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.09411,-83.38424,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.09898,-83.38752,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.09845,-83.40129,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.10877,-83.41418,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.10645,-83.42919,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.12459,-83.37163,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.12404,-83.35921,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.09226,-83.3754,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.10273,-83.35587,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.11117,-83.34802,,Cecala et al 2018,emailed author,no
Eurycea wilderae,34.95203,-83.39302,,Cecala et al 2018,emailed author,no
Eurycea wilderae,34.95754,-83.4092,,Cecala et al 2018,emailed author,no
Eurycea wilderae,34.96026,-83.32806,,Cecala et al 2018,emailed author,no
Eurycea wilderae,35.21902,-85.9737,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.21185,-85.95504,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.20883,-85.95798,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.22477,-85.94545,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.22167,-85.9354,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.21394,-85.91929,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.20452,-85.91231,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.19769,-85.93294,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.21531,-85.89574,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.22519,-85.89264,2013,Kirchberg et al. 2016,emailed author,no
Eurycea wilderae,35.229877,-85.757623,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.252254,-85.746167,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.255816,-85.787269,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.237584,-85.785861,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.440516,-85.539307,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.459931,-85.550032,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.460695,-85.55058,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.463472,-85.545219,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.432923,-85.54134,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.613808,-85.358213,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.606713,-85.376898,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.660331,-85.386613,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.641121,-85.387454,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.655777,-85.330381,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.664579,-85.336426,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.643753,-85.329673,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.43202,-85.635949,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.430139,-85.619954,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.402251,-85.589562,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.416078,-85.614943,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.916713,-84.9989,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,36.058958,-84.793529,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,36.147016,-84.944188,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.185454,-85.873232,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.033038,-85.784715,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.185491,-85.91811,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.20186,-85.931282,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.20589,-85.921331,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.30294,-85.752662,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.18328,-85.677449,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.876249,-85.282281,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.871799,-85.254762,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.871859,-85.264491,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.717136,-85.114618,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.724616,-85.35257,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.731094,-85.33855,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.772305,-85.284805,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.725113,-85.373864,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.77017,-85.487052,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.731587,-85.431625,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.62977,-85.519419,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,36.179167,-84.479634,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.613903,-85.611095,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.582481,-85.589333,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.588406,-85.590523,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,36.056172,-84.730189,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,36.065153,-84.714632,2015,Gould et al. 2017,emailed author,no
Eurycea wilderae,35.192501,-85.911852,2015,Gould et al. 2017,emailed author,no
Eurycea bislineata,38.990852,-77.238151,2010-2011,Br& & Grant 2017,got data from author,no
Eurycea longicauda,38.990852,-77.238151,2010-2011,Br& & Grant 2017,got data from author,no
Eurycea wilderae,35.016944,-83,2010,Keitzer & Goforth,methods,no
Eurycea longicauda,37.7179,-91.5053,2010-2011,Drake & O'Donell 2014,methods,no
Eurycea wilderae,35.204781,-85.925153,2014,"G&hi & Cecala, 2016",got data from author,no
Eurycea wilderae,35.030278,-83.451667,2011-2013,Bumpers et al 2017,got data from author,no
Eurycea wilderae,35.030833,-83.451667,2011-2013,Bumpers et al 2017,got data from author,no
Eurycea wilderae,35.027778,-83.452222,2011-2013,Bumpers et al 2017,got data from author,no
Eurycea wilderae,35.023611,-83.449444,2011-2013,Bumpers et al 2017,got data from author,no
Eurycea wilderae,35.026944,-83.451389,2011-2013,Bumpers et al 2017,got data from author,no
Eurycea cirrigera,35.3775,-80.9658,2013,Strickl& et al 2016,Materials & Methods,no
Eurycea wilderae,35.0593,-83.4311,2013,Strickl& et al 2016,Materials & Methods,no
Eurycea nana,29.89003,-97.93425,2013,Gabor et al 2016,Materials & Methods,no
Eurycea sosorum,30.26428,-97.77014,2014,Gabor et al 2016,Materials & Methods,no
Eurycea tonkawae,30.40855,-97.83895,,Gabor et al 2016,Materials & Methods,no
Eurycea tonkawae,30.41901,-97.8127,,Gabor et al 2016,Materials & Methods,no
Eurycea bislineata,43.4327778,-76.5488889,2016,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4327778,-76.5488889,2016,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4327778,-76.5488889,2016,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4327778,-76.5488889,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4294444,-76.5494444,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4358333,-76.5505556,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5408333,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5408333,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5408333,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5408333,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5413889,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4236111,-76.5405556,2012,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2018,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2018,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2018,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.54,2013,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2013,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4236111,-76.5405556,2013,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2017,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2018,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2018,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2018,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2018,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2014,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4297222,-76.5494444,2015,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.435,-76.5508333,2022,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2015,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2022,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2022,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2022,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2022,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2022,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2022,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.435,-76.5508333,2015,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.435,-76.5508334,2015,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4238889,-76.5411111,2013,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2015,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2015,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2015,"Windstam, Olori 2012",got data from author,no
Eurycea bislineata,43.4241667,-76.5411111,2015,"Windstam, Olori 2012",got data from author,no
Eurycea longicauda,36.144239,-92.778223,2013,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,35.828152,-91.724273,2013,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,36.144239,-92.778223,2013,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,35.85,-91.726806,2014,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,36.10972,-94.341197,2014,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,35.828152,-91.724273,2013,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,36.109719,-94.341197,2014,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,36.056835,-92.61524,2013-2014,McAllister et al 2015,Hosts & Localities,no
Eurycea longicauda,35.85,-91.726806,2014,McAllister et al 2015,Hosts & Localities,no
Eurycea naufragia,30.6622,-97.7105,2010,Pierce et al 2014,methods,no
Eurycea naufragia,30.697867,-97.781431,2010,Pierce et al 2014,methods,no
Eurycea wallacei,31.526286,-84.135442,2012,McAllister et al 2013,Hosts & Localities,no
Eurycea tonkawae,30.41645,-97.8179,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39677,-97.8345,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39974,-97.8325,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40199,-97.8305,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40489,-97.8265,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40603,-97.8238,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40539,-97.8231,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42737,-97.8192,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40876,-97.817,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42098,-97.8403,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41491,-97.8215,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.3746,-97.7656,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40453,-97.8468,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.40728,-97.8471,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4039,-97.8439,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.45762,-97.874,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41321,-97.8226,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41573,-97.8207,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.42077,-97.8243,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41502,-97.8389,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.39661,-97.8351,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.47737,-97.8692,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.50751,-97.7493,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.50372,-97.7598,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.48003,-97.8689,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.41321,-97.7178,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37584,-97.7672,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37222,-97.7708,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37584,-97.7672,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.37296,-97.7691,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.4578,-97.8636,2000-current,Bendick personal communication,got data from author,no
Eurycea tonkawae,30.43047,-97.816,2000-current,Bendick personal communication,got data from author,no
